TIME,DATE,PRODUCT,GPE,QUANTITY,CARDINAL,LOC,ORG,PERCENT,ORDINAL,MONEY,FAC,PERSON,NORP,EVENT,WORK_OF_ART,LANGUAGE,LAW,word_counts,memType
0.009202453987730062,0.006134969325153374,0.003067484662576687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,recalled
0.0048543689320388345,0.024271844660194174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,imagined
0.018518518518518517,0.018518518518518517,0.003703703703703704,0.003703703703703704,0.007407407407407408,0.003703703703703704,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,recalled
0.0,0.009708737864077669,0.0,0.0024271844660194173,0.0,0.0,0.0,0.0024271844660194173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,imagined
0.0,0.018518518518518517,0.0,0.005050505050505051,0.006734006734006734,0.0016835016835016834,0.0,0.006734006734006734,0.005050505050505051,0.0016835016835016834,0.0016835016835016834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594,recalled
0.012195121951219513,0.008130081300813009,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0040650406504065045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,imagined
0.013422818791946308,0.013422818791946308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003355704697986577,0.0,0.0,0.0,0.0,0.0,0.0,298,recalled
0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,imagined
0.011904761904761904,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,recalled
0.016181229773462782,0.019417475728155338,0.0,0.0,0.0,0.0,0.0,0.003236245954692557,0.0,0.0,0.0,0.0,0.006472491909385114,0.0,0.0,0.0,0.0,0.0,309,imagined
0.011848341232227487,0.0071090047393364926,0.004739336492890996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422,recalled
0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,imagined
0.0,0.007832898172323759,0.0,0.0,0.0,0.005221932114882507,0.0,0.0,0.0,0.0,0.0026109660574412533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,recalled
0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,imagined
0.0,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.008695652173913044,0.008695652173913044,0.0,0.0,0.0,0.0,115,recalled
0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,imagined
0.0,0.023474178403755867,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,recalled
0.0,0.00966183574879227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,imagined
0.0038095238095238095,0.01904761904761905,0.0,0.0,0.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0019047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525,recalled
0.009345794392523364,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,imagined
0.0,0.013215859030837005,0.0,0.01762114537444934,0.0,0.00881057268722467,0.0,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,recalled
0.005988023952095809,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,imagined
0.0,0.038834951456310676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,206,recalled
0.0,0.007692307692307693,0.0,0.0038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,imagined
0.0,0.02102803738317757,0.0,0.009345794392523364,0.0,0.0,0.002336448598130841,0.004672897196261682,0.0,0.004672897196261682,0.002336448598130841,0.0,0.002336448598130841,0.0,0.002336448598130841,0.0,0.0,0.0,428,recalled
0.0045871559633027525,0.022935779816513763,0.0045871559633027525,0.0,0.0,0.0045871559633027525,0.0,0.0045871559633027525,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,imagined
0.0,0.011160714285714286,0.0,0.006696428571428571,0.0,0.004464285714285714,0.0,0.002232142857142857,0.0,0.002232142857142857,0.0,0.002232142857142857,0.0,0.0,0.0,0.0,0.0,0.0,448,recalled
0.0,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,imagined
0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,recalled
0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,imagined
0.0,0.015957446808510637,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,recalled
0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,imagined
0.0,0.01606425702811245,0.0,0.0,0.0,0.0,0.0,0.004016064257028112,0.0,0.0,0.0,0.004016064257028112,0.0,0.0,0.0,0.0,0.0,0.0,249,recalled
