DATE,TIME,GPE,LOC,PERSON,ORDINAL,ORG,QUANTITY,WORK_OF_ART,PRODUCT,CARDINAL,NORP,MONEY,LANGUAGE,FAC,EVENT,PERCENT,LAW,word_counts,memType
0.004901960784313725,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,imagined
0.0106951871657754,0.0053475935828877,0.0053475935828877,0.0053475935828877,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,recalled
0.022304832713754646,0.0,0.0,0.0,0.0,0.011152416356877323,0.0037174721189591076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269,imagined
0.011976047904191617,0.0,0.0,0.0,0.0,0.011976047904191617,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,recalled
0.01818181818181818,0.006060606060606061,0.012121212121212121,0.0,0.0,0.012121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,imagined
0.009316770186335404,0.0,0.0,0.0,0.006211180124223602,0.0,0.006211180124223602,0.0,0.006211180124223602,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,recalled
0.006493506493506494,0.006493506493506494,0.0,0.006493506493506494,0.02922077922077922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,imagined
0.014035087719298246,0.0035087719298245615,0.0,0.0035087719298245615,0.0035087719298245615,0.0,0.0,0.0,0.0,0.0,0.0035087719298245615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,recalled
0.029850746268656716,0.005970149253731343,0.0,0.0,0.014925373134328358,0.0,0.0029850746268656717,0.005970149253731343,0.0,0.0,0.005970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,imagined
0.027559055118110236,0.003937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,254,recalled
0.008875739644970414,0.0029585798816568047,0.0029585798816568047,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,338,imagined
0.009389671361502348,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,recalled
0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,imagined
0.030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,recalled
0.00423728813559322,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,imagined
0.00558659217877095,0.002793296089385475,0.0,0.0,0.0,0.002793296089385475,0.0,0.0,0.0,0.0,0.0,0.0,0.002793296089385475,0.0,0.0,0.0,0.0,0.0,358,imagined
0.00904977375565611,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221,recalled
0.007662835249042145,0.0,0.0,0.0,0.0,0.0038314176245210726,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,imagined
0.012953367875647668,0.0051813471502590676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025906735751295338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386,recalled
0.016042780748663103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,imagined
0.005763688760806916,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,recalled
0.008658008658008658,0.0,0.0,0.0,0.008658008658008658,0.004329004329004329,0.0,0.0,0.0,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,imagined
0.013043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,recalled
0.005434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,imagined
0.007434944237918215,0.0037174721189591076,0.0,0.0,0.0,0.0037174721189591076,0.0,0.0,0.0,0.0,0.0,0.0,0.0037174721189591076,0.0,0.0,0.0,0.0,0.0,269,recalled
0.01327433628318584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,imagined
0.004357298474945534,0.002178649237472767,0.0,0.0,0.0,0.002178649237472767,0.0,0.0,0.0,0.002178649237472767,0.004357298474945534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459,recalled
